1.692786777217796043e+03,1.023147748171668425e+01,4.383528785100970770e-02
1.673269234040958509e+03,8.903367704131280647e+00,5.251612437066222050e-02
1.679471133957600614e+03,6.236817271474747848e+00,2.416621290411538892e-01
1.681893809783626466e+03,6.381957686062002644e+00,2.196068171787354806e-01
1.667674603373254968e+03,7.276802775812341473e+00,8.710199499631669784e-02
1.680054735984636636e+03,8.373559787922518538e+00,5.983970546638874011e-02
1.678170789487787943e+03,7.860395854772199264e+00,6.534422256282981789e-02
1.690944416711099848e+03,1.025170166454324772e+01,4.991320064819985969e-02
1.667343544823409275e+03,8.412898694378720066e+00,6.073405376733602423e-02
1.662965303026782749e+03,8.306797924817747258e+00,7.047316939296432992e-02
1.686378855112734755e+03,1.022948882535557402e+01,5.027281864340846229e-02
1.672936732640894661e+03,8.847514019882039449e+00,5.266119660738798058e-02
1.663447306268724333e+03,8.274035186111103002e+00,7.310142915529412033e-02
1.670456726270454510e+03,8.375041781292146936e+00,6.378114609613655395e-02
1.679837890968726697e+03,6.382074182846941390e+00,2.275413222508060052e-01
1.673324065030043585e+03,7.280508174947286193e+00,7.794624355538587457e-02
1.670273887433227856e+03,7.841132117984791705e+00,7.875905294755178310e-02
1.663169666701760661e+03,8.085046328908623181e+00,8.699321289428116333e-02
1.663857789344277762e+03,7.757014763444329830e+00,1.029359176080820726e-01
1.670277777083975252e+03,8.482584521080843487e+00,5.545691480244802768e-02
1.664600972998794987e+03,8.044909913765131648e+00,8.862872284568601433e-02
1.669291373679092658e+03,8.402376433910927034e+00,6.135164878639482594e-02
1.679320176693192479e+03,6.548967526201221467e+00,2.130192886811595743e-01
1.668179862234590701e+03,7.118911226053406871e+00,8.782012779710053618e-02
1.664396372597849222e+03,8.289169733268165530e+00,7.165182084385168793e-02
1.667214043872371576e+03,8.372208913678493403e+00,6.424111266614307425e-02
1.678110223989261840e+03,7.859290524502312358e+00,6.545345319647177806e-02
1.668712534308440127e+03,7.287676840505371345e+00,8.544343098741341569e-02
1.674908165807423529e+03,6.817092153567538837e+00,1.887775967240248876e-01
1.664039071842728845e+03,8.181388353104896538e+00,8.030911559702010039e-02
1.663960888783826931e+03,8.348242400060058799e+00,6.675569521185260868e-02
1.674925112661206185e+03,6.355643065985983498e+00,2.448961557270698253e-01
1.665976766161594469e+03,8.107269788157802637e+00,8.401437101538937469e-02
1.665345957800466294e+03,7.241480552359404577e+00,1.042722706378170494e-01
1.663816296355658778e+03,8.230398184140572226e+00,7.645782058006841964e-02
1.671890867931496359e+03,7.496707859156920506e+00,7.836589058446792599e-02
1.665989641497937555e+03,7.102338695302986338e+00,9.864603162618017229e-02
1.671188722907178317e+03,7.396485338790228070e+00,8.081529925209024467e-02
1.664167603324949823e+03,7.584395720369532690e+00,1.063617635392132832e-01
1.673441932777419197e+03,8.932614501684998487e+00,5.245642172936529346e-02
1.666479051887734840e+03,8.153433715747532062e+00,8.087441968997451103e-02
1.681596059634280664e+03,6.856583548260880789e+00,1.737490221537595358e-01
1.662506310297650543e+03,8.079993417673263068e+00,8.769277042225304131e-02
1.675583979686477733e+03,7.221570568897852205e+00,7.494014934712832365e-02
1.670715665153364853e+03,8.369319574607059664e+00,6.370163047989746419e-02
1.670632861446676088e+03,8.326657232215552540e+00,6.726598342517198237e-02
1.664079829407725811e+03,8.053110241856412443e+00,8.844776105145066292e-02
1.681854423301778752e+03,6.272656328924123059e+00,2.294980199995258485e-01
1.676618861959609603e+03,6.899821100616253311e+00,1.748685646461637933e-01
1.665871725900339015e+03,8.385097802455591776e+00,6.332455159203827233e-02
1.665235241832084967e+03,7.867396280649694873e+00,9.686605814638293843e-02
1.685714851572775615e+03,1.016450885690917616e+01,5.118308535937959869e-02
1.667406100353204238e+03,8.297513828662491875e+00,7.018539350574147517e-02
1.665514878804842738e+03,7.754310307701991256e+00,1.011448369109501644e-01
1.667943771935574659e+03,7.339818159369669637e+00,8.652251831795051973e-02
1.667737248062049957e+03,8.250393966986703020e+00,7.357333439369875827e-02
1.664868248569310708e+03,7.744519773596473478e+00,1.016559002660688549e-01
1.676563956955738831e+03,8.302675537842556963e+00,6.596838006567200263e-02
1.671919262337945383e+03,7.846388488458374333e+00,7.593846292746435356e-02
1.673443515888196089e+03,8.230889125053524324e+00,7.162852949894962795e-02
1.675950977234183483e+03,8.305302841370378886e+00,6.701834538490630822e-02
1.671378197520712320e+03,7.184059209375408983e+00,8.260497640891227566e-02
1.672324311138956091e+03,7.875741550984233008e+00,7.508918104922729375e-02
1.683838336531933919e+03,6.330682216833843690e+00,2.168929457530789362e-01
1.663195117386420861e+03,8.304376178765556560e+00,7.063708928317816160e-02
1.684084187640762366e+03,6.375626696758994960e+00,2.132309615677633885e-01
1.672171804028820361e+03,7.641905137414846116e+00,7.679807290325299518e-02
1.670734460850409732e+03,6.914500556991190372e+00,1.736051585917906814e-01
1.663334393106012612e+03,7.828381979692458970e+00,1.003729416301549493e-01
1.691290509166994525e+03,9.905420046221756536e+00,4.693240844855797733e-02
1.663542436650449872e+03,8.135297767130435176e+00,8.347611342097444043e-02
1.670188921050874114e+03,7.583374415697356596e+00,8.051229737325989178e-02
1.665310823123107184e+03,7.596389902283215534e+00,1.044758829650039439e-01
1.665630409484508391e+03,7.768759716465486242e+00,9.998860578150468859e-02
1.665427907320706254e+03,7.249400590995445093e+00,1.040643110868198634e-01
1.665521936599051514e+03,8.093446424230283043e+00,8.589499362418999417e-02
1.670793057058643399e+03,8.208534333515260073e+00,7.514109189954429335e-02
1.666361976187340588e+03,8.173068473497457020e+00,7.954522837715194417e-02
