f1,f2,f3,x1,x2,x3,x4,x5
0.21186012499337142,0.2122821684615611,0.9539822431849581,0.8060870543973937,0.5006334693147042,0.4972162244063853,0.49815412407671333,0.5020295761679923
0.8555636818114891,0.36673594165576257,0.36652832533824303,0.23880373569980254,0.25780347475822296,0.4955000764896715,0.5108855653788872,0.48341963491508766
0.09006032373746735,0.09015462839610874,0.9918572655976136,0.9186543758823761,0.500333136646692,0.5006652142394367,0.5029814362215657,0.5006675373645227
0.9965551352944431,0.08294675199305733,0.0,0.0,0.052866221440346084,0.49980007793876197,0.5008844758864645,0.5005730679501038
0.8428604754098973,0.2405400883230161,0.4815297852424494,0.3198121362905717,0.1769774855630905,0.5076082726222003,0.4970972772497814,0.5024104718815948
0.11530058900076093,0.5779611914233591,0.8081435980377751,0.5988675449279423,0.8746430072546738,0.5020004337307279,0.5036717935449156,0.5140432539724202
0.1949386010391995,0.9759967349726248,0.09762016017580039,0.06224292283313934,0.8744976290105266,0.49639570602307614,0.5032675560306856,0.49485013149750684
0.24080054140317925,0.8428621910211759,0.4813261755517554,0.31967610843273114,0.8228409644820727,0.5025644763028188,0.505574604127676,0.49924036091902607
0.7024015311255712,0.7024720954948885,0.11663017828523367,0.07440209617945691,0.5000319763086466,0.49658603681387437,0.49796440787706897,0.4857537908457863
0.44462285574497784,0.8888499665914787,0.11083170846883554,0.07070193938469577,0.7047193972685442,0.5030773699708186,0.5007613909430467,0.49808760222296716
0.6624612934848055,0.5299345829586602,0.5297621518786652,0.3553713192613221,0.42953323677707134,0.4988423240606074,0.509758696009181,0.4916216764894108
6.102161614049288e-17,0.9965586189091991,0.08301043309882503,0.05290643803552736,1.0,0.5006534797909518,0.5023230907031896,0.5020205512642081
0.5122210470620888,0.7682927983150334,0.3840522772039475,0.25092493900804114,0.6256510886082309,0.4997245544742999,0.5065341597110002,0.5052359081771275
6.12323437560224e-17,1.0000000620367397,0.0,0.0,1.0,0.500159733486236,0.5001786804871591,0.5000677881746297
0.8084445165448598,0.11496849598927888,0.5773241540301144,0.3917829050590641,0.08993038206934123,0.49610027514708555,0.5053584449211099,0.49720482738540156
0.4813566530607186,0.8429095055573175,0.2404547489461557,0.15459161855617531,0.6696755236153693,0.5011555275799787,0.5015010654762693,0.502446560921909
0.3418109719344209,0.9118279083927524,0.22777415039682883,0.14627871249121577,0.7716757039290079,0.4920338050124152,0.49927630833684034,0.49700288979919105
0.48169513352513,0.2411039469914762,0.8426092414888999,0.6378876372365975,0.2954382481645343,0.49315636734221485,0.49895106820879126,0.5052807138980162
0.9435233396332484,0.10496862325710116,0.31433987022849186,0.2035595271725643,0.07053501558560082,0.4998613147759652,0.49445841301446725,0.5011833098423273
0.24868837762426912,0.6206246111920303,0.7439873828605994,0.5339449327709359,0.7573744222583416,0.4956958663350915,0.4848301832232897,0.5045095936629924
3.247259202981727e-17,0.5303176728576102,0.847882397476916,0.6441734694539549,1.0,0.49574908472859114,0.4981229549109156,0.49299279154111725
0.8891448228962463,0.11097442146901111,0.44427899763839857,0.2930363847445561,0.07904792923842997,0.4948076421748566,0.5087190772720587,0.5059866934824444
0.31442033890110194,0.9435519200368335,0.10471420333795016,0.06678169624600927,0.7952261193493325,0.4991615995715757,0.49467970339281075,0.505358144578953
0.6508296894867474,0.6510409336655903,0.3907365211397187,0.25554461121590577,0.5001032992199663,0.5013389307136997,0.5055128037668936,0.5047032195019366
0.5774852449467837,0.11509271112581342,0.8082612588656959,0.5991726728645499,0.12523726056392362,0.4997600735608572,0.49797153083850537,0.5025940553372774
2.4880872500439947e-17,0.4063354841210213,0.9137707106087346,0.7336249535876413,1.0,0.5043399866620036,0.5048007779131103,0.5009136443126286
