f_1,f_2,f_3,x_1,x_2,x_3,x_4,x_5
1665.4976964863345,7.1949086086766885,0.10305978151487283,1.0000090325619695,2.632147703862641,1.0000000000000078,1.0000000016490247,1.0
1665.2999896787667,7.253019388862412,0.10455472139479638,1.0000019141338303,2.5466963412573977,1.0000000000002112,1.000001832847198,1.0001602792992055
1686.060237730021,9.521911600709373,0.048569259748892236,2.506354357792573,2.999999884325342,1.0,1.9389363574177683,2.9990275719166704
1678.026346145761,7.829117227190342,0.06578592261985422,1.0,3.0,1.0,1.36141542329618,2.9937153834269967
1665.499020525237,7.194508968510117,0.10304844843998856,1.0000000683516435,2.6327269900505055,1.0000000172182393,1.0,1.0
1665.4468114970653,7.210032725003003,0.10348151454976992,1.0000019449429294,2.6099219211073192,1.0000004656304768,1.0000018495966116,1.0001624048243754
1665.4516768152114,7.208581492498831,0.10343981199599804,1.000016387683497,2.6121659657338068,1.0,1.0000467105392146,1.0
1665.47912652171,7.200387878440865,0.10321560179644222,1.0000090748123114,2.6240930843567427,1.000000000000395,1.000000211713945,1.000029436699289
1687.991000352639,9.7353364334219,0.045473061116963004,2.953168359780838,2.9999963275432417,1.0000000016339354,2.052018771454728,3.0
1685.787690241688,9.364048246036187,0.0493090124421215,2.814490183635539,3.0,1.0,1.81891062622647,2.9828328572752194
1686.401764422001,9.48390796353462,0.04810477463737836,2.8382876980081004,3.0,1.0,1.8971095740597392,2.9725484374923656
1686.698331289009,9.503465473426937,0.04761248040802929,2.8939592795211944,2.999669717276491,1.0,1.9027788809256123,3.0
1665.3044265135152,7.25182431974643,0.10452575527272545,1.0000000004178247,2.5485171293518176,1.0000000001656917,1.0000269056066882,1.00016473918657
1665.4219784031322,7.217767052097094,0.10367745174309209,1.0,2.5989696609616817,1.0,1.0001739011536095,1.0
1671.9697705237243,6.781094053736077,0.19737555138332122,1.0000253959400438,3.0,2.223822831776991,1.0000221709429484,1.0058829702927996
1681.1592303387097,6.914298465040268,0.1665375273842961,1.000000088728696,3.0,2.2903549397095992,1.0000035073783407,3.0
1684.1073482618774,6.309320738792875,0.21758427951050185,1.00000543859207,3.0,3.0,1.0,2.933987492618683
1685.7772204745402,9.362036481163898,0.049330729866069865,2.814297288677937,2.999999999999989,1.0,1.8176042624812052,2.9828489837365915
1685.3825285010525,9.33148593785914,0.05011825844090526,3.0,3.0,1.0,1.8181892168319367,2.795016795911943
1665.4611443050826,7.205644848783159,0.10336227848146978,1.000028130486377,2.616380073172491,1.0000000014197559,1.000001981329117,1.0
1662.3278021673736,8.316586081776396,0.06968709089543548,1.0000105895379006,1.0,1.0000003018902097,1.0,1.1391293146025645
1686.4729342290655,9.434050028291516,0.04808264830412917,2.983720352151702,3.0,1.0,1.8556590938569522,2.983408406496138
1665.6215222715384,7.158671152567482,0.10194782120130691,1.000000835316226,2.6854579973276644,1.0000000911264706,1.0000075138518918,1.0
1685.2234818299014,9.318263205200315,0.05025115775166415,2.5901457851801477,3.0,1.0000001779982075,1.8080314298352314,2.9937500449989085
1687.1244641475607,9.552951949545363,0.046876080825582665,3.0,2.999910769087898,1.0,1.9350403610495803,2.983504689420245
1672.0975975417393,6.822383343042408,0.19042229827017657,1.0000395503945188,3.0,2.161358610590849,1.0000099353800411,1.0986307391077452
1686.8109135347013,9.589597935467632,0.047358076276858924,2.781104534460437,3.0,1.0000000000000244,1.9669040085142835,2.973679605628734
1665.1852044103503,7.55505543475065,0.10526076515741924,1.0000001448589766,2.129684056233417,1.0000000000023401,1.001400358890646,1.189283650160473
1672.2320906720859,6.774585073805558,0.198172630298458,1.0000173409570956,3.0,2.241629943982668,1.0000156513054566,1.0465097634592349
1668.0592271125522,7.367899760942177,0.085680650198032,1.0007479414991736,3.0,1.0,1.216853332281772,1.0070088543571971
1665.3505445351364,7.237986533016169,0.10420304653275143,1.0,2.5687817142200564,1.0000000072295416,1.000000695596137,1.0
1661.9769831451156,8.309800876218821,0.07031676644206997,1.0000000107992204,1.0,1.0000000971989547,1.0,1.0604046614990068
1662.334823027651,8.313444077493589,0.06995982352969048,1.0000065513810863,1.0045188790699524,1.0000000000081355,1.0,1.1383525792477873
1674.277865420301,8.258851847916125,0.07006827480602576,1.0000011770478445,2.9999491829632587,1.0,1.6212875451989412,1.7021990847795865
1684.0892831822791,9.532340638478745,0.05198694165895724,1.0,2.9999999993975344,1.0,2.144814618071795,2.9968633641871083
1667.7535364647786,8.379376955560344,0.06356994870715463,1.0000332027890535,1.058564484759601,1.0,1.0003609670523177,2.325612062144946
1670.417237235443,6.93479354972662,0.16705088286144654,1.0000008995336362,3.0,1.8719393421138677,1.000000011560811,1.018317550054011
1684.0243035721999,6.375332176201166,0.21250797888061645,1.0,2.9999999960508132,2.941559087383258,1.0000157558611438,2.975248233119259
1685.6308725480576,9.530265965645826,0.049288935172121406,2.3525684357911065,3.0,1.0000000000960354,1.9641579845804817,2.9403225063246072
1667.5707323686938,8.07360991235756,0.08489063706540274,1.0000167804972493,1.4750323657551965,1.0,1.0000000638550104,2.0681992785657433
1662.313746770059,8.316328684243494,0.06971266190505089,1.0000338694353201,1.0,1.0000000033989422,1.0000000123054895,1.1359629851645705
1685.496273194149,9.498054917366243,0.04955307532749566,2.436724850953474,3.0,1.0,1.9427042099049872,2.9027701850591052
1667.861686614237,8.089927875027824,0.08376657739312822,1.0000001079111787,1.4602638342339533,1.0000000001824803,1.00000322788563,2.1411941886356645
1671.9673023483274,6.78755972862128,0.19632388572485004,1.0000365084059903,3.0,2.2135912798224453,1.0000007628983805,1.0158511307358145
1665.391451570286,7.2260786654124605,0.10390518880735129,1.0000103741740316,2.586341849830246,1.0,1.0000146719488587,1.0
1684.2154150296842,6.318172445499824,0.21645912073434304,1.000012431153261,2.999976464441478,2.994264417894657,1.000001984480921,2.9641257946091066
1665.2881113394146,7.256265409129961,0.10462966998922439,1.0000001525295794,2.5418957738500536,1.0,1.0000001419875182,1.0
1665.057286428886,7.323870121134056,0.10590449931361852,1.0000034835007017,2.442473838594668,1.0,1.0000034210610556,1.0
1665.2416931857038,7.26994374407153,0.10492517907800729,1.000062055051131,2.521838977495346,1.0000000000011489,1.000001161631304,1.0
1670.44188206359,6.9378079140658295,0.166326921836876,1.000001224451781,3.0,1.8655796278332089,1.000000019858682,1.030369019291298
1675.7817795038216,8.28629697939067,0.06737154794336281,1.0000423660167215,3.0,1.0,1.6204746694190872,2.0410662991604522
1664.6449270819169,7.957333015508612,0.09337121354563808,1.0,1.5577844904698424,1.0009267120706842,1.000049599993509,1.3674435042972262
1684.349904796951,6.327519849052524,0.21520154071993977,1.000084983089884,3.0,2.9885946973642374,1.0000427368183373,3.0
1662.350613937057,8.317042418219607,0.06964649687220659,1.0000354223010772,1.0,1.0,1.0000003943592268,1.1442351984138506
1674.9465085413296,8.288297564475727,0.06881141391986585,1.0000002299353605,2.999999711045296,1.0,1.629648714440545,1.837741078688117
1684.5550048765904,9.415577026375555,0.051344501567384314,2.6791938196359943,3.0,1.0,1.9160932122331247,2.6093705666522937
1685.8978901365572,9.408158259908369,0.04911027973764155,3.0,3.0,1.000000000098177,1.864147390355849,2.831036469890713
1662.1579952774089,8.312568125141727,0.07005605723196934,1.0,1.0010100650796567,1.0000087505292607,1.0,1.100492012359166
