f1,f2,f3,f4,f5,x1,x2,x3,x4,x5,x6,x7,x8
0.9703236786132544,0.0,0.0,0.24231696889446502,0.0,0.0,0.15579526163528118,0.0,0.0,0.5048267796070112,0.4922696589633721,0.49492498206430247,0.4962639554737971
0.3036926795669755,1.527958762088778e-05,0.0,0.30380328703041615,0.909788903524126,0.7191696128860932,0.500115909662852,0.0,3.2030036412935984e-05,0.5164313685660807,0.4593092718583243,0.49862978427463267,0.5646107127476228
0.33334414805290885,0.0,0.6673871516415824,0.6675116085364536,0.0,0.0,0.4646842738679088,0.705099475510773,0.0,0.49870929344129783,0.5295027848004873,0.4867640467157265,0.4998576229542769
3.400816359041274e-17,0.5553954595576543,0.8331560026209597,0.0,0.0,0.0,0.0,0.6256880689048204,1.0,0.4723036990648018,0.5006218948797516,0.48015435614485147,0.48798555882311473
5.111590637634094e-17,0.8347861017875492,0.0,0.0,0.5574474464447563,0.3748213451523357,0.0,0.0,1.0,0.48658024536024497,0.5444126274734561,0.5179556849544646,0.5364080449465141
0.3035079684868913,0.0,0.30190401736090466,0.9066322362182391,0.0,0.0,0.7191590795391648,0.4983133723224573,0.0,0.5138199391463334,0.4964877968766213,0.5055632405045863,0.5488350419086214
2.3057714711796235e-17,0.37656105789603844,0.3773406660723741,0.3791023327932379,0.7576450143137909,0.5465890779951167,0.3935360052851855,0.5006583269238725,1.0,0.5003979062652602,0.4745705769546357,0.4872133135745944,0.4876064645834116
0.33699395343439653,0.0,0.0,0.6720717773847042,0.6701252728868143,0.4634611990731542,0.70410715755409,0.0,0.0,0.44348340777328277,0.4929444184294976,0.5468219057389924,0.5411705671704675
0.0005231583239015834,0.6690720340465968,0.667483493548415,0.0,0.333862352593326,0.21618113310368048,0.0,0.49924325937227976,0.9995022167296626,0.49792210783874646,0.47338983319261996,0.4926890562067226,0.5394892464808059
0.9076857577622656,0.0,0.30264762676497076,0.0,0.3030813324887858,0.19529117339393173,0.0,0.2048868642538545,0.0,0.4739653290385517,0.477039435002147,0.4714574691438419,0.45941346825805995
0.8335463595170467,0.5559791424089254,0.0,0.0,0.0,0.0,0.0,0.0,0.37448293993601567,0.526998905492339,0.4797608064420046,0.49168013677630956,0.5273216870644576
0.7565163478593578,0.37818125228500543,0.3795522329012206,0.0004316120280494217,0.3760029053931857,0.24530325769122804,0.0002963988238597193,0.26854135105105,0.29511544862716327,0.5031055596049279,0.5164145951359914,0.5035419388221581,0.49017898488903994
6.124368337393814e-17,1.0001852520510954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5006326838166053,0.5106659017177861,0.5075572106539123,0.5037388327005416
0.9082693163182226,0.3013137555360944,0.00046459778297491166,0.30263260657301766,0.0,0.0,0.19499437966368233,0.0003090796325248141,0.20392225269351008,0.5007537900496756,0.5103257558590417,0.5594973358288304,0.49666734304238824
0.556411557322941,0.0,0.0,0.8350083329731588,0.0,0.0,0.6258035210547509,0.0,0.0,0.4712683249103973,0.535744357771831,0.5215649545975268,0.4709769546572007
5.942298399794954e-17,0.9704509747516122,0.0,0.24241734993484323,0.0,0.0,0.1558376158934691,0.0,1.0,0.5076707131885406,0.499919250114672,0.4867165494254611,0.5059413753598657
0.7581341034861915,0.37851848485983286,0.0006802388074598625,0.37983384719227614,0.38008548793994346,0.24732841236496853,0.26826890152238025,0.0005110531128894036,0.2947986149312728,0.4866349377717787,0.47705002873837055,0.5179100767222725,0.4514248100574437
0.38038816030858635,0.37731650421588436,0.3788266222450544,0.001016023743774642,0.7567518875604918,0.5452375334641143,0.000985735699925514,0.39180371964695104,0.4974192236341734,0.475481626224294,0.5160420917268635,0.48996524098396793,0.5257481581729094
0.970831966911268,0.0,0.2424791468079873,0.0,0.0,0.0,0.0,0.15581701595306116,0.0,0.5243471007161798,0.49798449446715715,0.4990619066707677,0.49241817546386624
2.3239232888607527e-17,0.3795254746884994,0.7589783966930873,0.37528148995416505,0.38118312085033496,0.24815360002804723,0.26508048327866174,0.7048084227203593,1.0,0.5123824112430011,0.4615879412190023,0.4947177670180408,0.46191141941938946
0.00014746581898010118,0.5560920295924198,0.0,0.8338997821710206,0.00042744921418826824,0.00027149519672431746,0.625581961756001,0.0,0.9998311796448884,0.4710923877735847,0.49183987761545,0.5334060978597049,0.48288793323356494
0.37667585098896605,0.7574463483480758,0.3788898075812492,0.3755451220009593,0.0,0.0,0.24506302697075402,0.26808111653414457,0.7062108425761946,0.49763755188707703,0.49927521904094874,0.5009435222142425,0.49032299742293395
2.039430129703345e-17,0.0,0.33306421592303603,0.6674312628618042,0.6682331460819095,0.4650623617507398,0.7053300334311929,1.0,0.0,0.5033121161134951,0.5333018351269031,0.5176670878707551,0.5057200401204733
0.6681167982988501,0.33419202913227414,0.0,0.6672108500548034,1.9724055972280554e-09,1.2536464624046484e-09,0.4641045413756942,0.0,0.2952690913634492,0.49881908447384127,0.5151820788695727,0.5266672395353036,0.474057642085802
3.1568285306660113e-17,2.6066407195268536e-17,0.6685871011577471,0.6683553066516716,0.33431554352111814,0.21639474393180336,0.49988962504042567,1.0,0.43941109991198796,0.5306049146003388,0.5335711982980518,0.5199602766600403,0.48352667375571656
0.3024725045293963,0.0003662300837836238,0.9090944052259571,3.634127885250962e-07,0.30383156597266053,0.19549912606102926,2.4147524574966823e-07,0.7955194481004662,0.0007708112147332136,0.5068686547907169,0.4755296018416978,0.48760172981562305,0.5656903872831172
1.465357401246755e-17,4.915616705945858e-17,0.8376916551224923,0.5580002653396633,0.0,0.0,0.37409156018862477,1.0,0.8155616909558665,0.47099663365716604,0.572216295847736,0.5215903622956204,0.5014090898447287
0.3791095858672526,0.0,0.3796911798531187,0.7611831905993337,0.37815652448974085,0.24555639484574368,0.6091136392907843,0.5004879464743777,0.0,0.4353553079311559,0.501423453874016,0.5217238542502053,0.4780961646905489
5.943005399502176e-17,0.0,0.9705664365660253,1.0647175766249127e-06,0.24260910307076927,0.15593819322959412,6.983759542156107e-07,1.0,0.0,0.5068257307811235,0.4992239737022174,0.4804800082298046,0.4990633135740067
0.24273265460284849,0.9709375580645556,0.0,0.0,0.0,0.0,0.0,0.0,0.8440428098713944,0.4878246368331776,0.47899787243117786,0.5030012735380478,0.5148583207155257
2.0571106847081888e-17,0.33595166967985046,0.0,0.6741904068589378,0.6742752252266386,0.4648132666765032,0.7056971970545484,0.0,1.0,0.5018721384290867,0.4948316530849515,0.5626366575984258,0.583713849182685
0.3784753132051302,0.7556420161737513,0.0,0.3797924531021853,0.3791219701396018,0.24725958833598746,0.26887487918953185,0.0,0.7043919217845666,0.5189672229592018,0.4742418774124683,0.49956090532024805,0.5091135124579697
0.38209354697902725,0.37777145428242925,0.3773927074157957,0.7570801726700612,0.0,0.0,0.5451699808137878,0.3898110738235062,0.49637896206404275,0.5016515636977438,0.5265578095714111,0.5014462477978435,0.537930877695701
9.70822836980701e-18,3.292377284680887e-17,0.560574284915913,0.0,0.8398991317015904,0.6253293921741907,0.0,1.0,0.8174533379180129,0.4123792076699465,0.49992901886668845,0.47722917693315403,0.5399150097149055
0.30222538615184014,0.9069150360700164,0.0013990073552291962,0.0,0.3011040145677204,0.1942594924051841,0.0,0.0009316781299809063,0.7952175415187179,0.47658848455743213,0.5134598749587801,0.46167225642967735,0.5070367769505518
2.314327020181949e-17,0.37795828508158824,0.37763683816703253,0.7571845440450558,0.378167477561416,0.24665744424145328,0.6088038188796256,0.49972916785335064,1.0,0.4920370144045176,0.5070655869989729,0.5268130561191022,0.4917608230722307
1.4734449454907485e-17,0.24063182078565315,0.0,0.0,0.9710275849069008,0.8453536885267208,0.0,0.0,1.0,0.4956077935122512,0.49395839770871247,0.510570984600278,0.5152152602179658
0.6699249592022868,0.0,0.0,0.33462145077391614,0.67005938566003,0.4646869210505381,0.2949079227962166,0.0,0.0,0.48149898125270507,0.44238734123565904,0.4660866116884213,0.4928012023770644
1.8487037437575973e-17,0.3019162333245368,0.30243987808523193,0.9083664870284266,0.00025088010060372157,0.00015909967278511516,0.7200575864990737,0.5005515994934759,1.0,0.5079679700926785,0.4943161199530416,0.5176985872225529,0.5588217223728139
5.1040618972023755e-17,0.8335565651673644,0.555724049273755,0.00020415323410076684,0.00010255807056590469,6.517180145931737e-05,0.0001297317130211431,0.3743444851927612,1.0,0.5021277050328021,0.5245550663269494,0.5281242557908756,0.47943793337754265
5.560868408119181e-17,0.9081587298461684,0.30089241551368406,0.30252917334852414,0.0,0.0,0.19497727840559637,0.20367931290830482,1.0,0.5050617817157734,0.4488544655812858,0.5199734684904653,0.4810262211492192
0.7575531157874671,0.0,0.37907086904223175,0.37817874918353794,0.3792483349340118,0.24705885584981477,0.26730908766201705,0.2953650671617522,0.0,0.4880809697442703,0.489122694970791,0.4683948853608935,0.4691253093292582
0.30234329615321415,0.30280214490131685,0.0012858454217154634,0.00017590029095010577,0.9073118623856888,0.7194510561444325,0.0002616976378783109,0.0019130339870976115,0.5004827139225859,0.49165025164947745,0.5137025025443062,0.5537309016494661,0.5030157291589376
0.379139467505706,0.38096435368995507,0.7597584507316886,0.37674475479645714,0.0,0.0,0.24487765028400904,0.6080361818836102,0.5015284180432865,0.4794932532003402,0.5307292566679632,0.5503481018844812,0.48917267935774117
0.24314167501201175,0.0,0.971178330430896,0.0,0.00040263560690021285,0.0002560308402957921,0.0,0.8438276174999475,0.0,0.5203785715611192,0.4992566113398791,0.5170639616295285,0.5210953002587819
0.44764724777673,0.4484961233603651,0.4520471516016854,0.44548171884631127,0.44801030116675333,0.2949320918606473,0.33092406038564426,0.3944812021530646,0.5006030405809969,0.4806914982664585,0.4585868455738383,0.4883261315274061,0.48273739098619833
1.7262740686373123e-18,3.439037956782644e-17,0.5623446486997086,0.8431865771232978,0.0,0.0,0.6255507974709867,1.0,0.9680707632526712,0.5105216915539761,0.42099172585252237,0.5343925912016527,0.5772688780873594
5.542819017463859e-17,0.9052110406564547,0.0,0.30081218775211327,0.3023999798230822,0.19544039685841047,0.2042472123381761,0.0,1.0,0.5080630441613411,0.5205144217503627,0.5132837595096278,0.5027994845866427
0.37634822449788696,0.3781321582187765,0.757780822321464,0.0,0.378547847074266,0.24687321076886135,0.0,0.6094815884687527,0.501505254992612,0.5039432860684828,0.514378307414768,0.4741329582469206,0.48643114776504387
0.6696162681492834,0.6700814984039999,0.00024316233048979647,0.3329733215657014,0.0,0.0,0.21518060367805908,0.00016341222704993434,0.5002210758085479,0.5589054291841139,0.5074201830287037,0.48883247729834217,0.4782032659766503
0.908199181487034,0.30200073010490924,0.0,0.00039982844926292034,0.3021632825129174,0.19468186450208103,0.00026594932700802106,0.0,0.204370645961374,0.5318815351738094,0.5139788644895458,0.462865463476818,0.4673045893964186
1.4912156413437464e-17,0.24353399566013467,7.323042167299001e-05,0.9741536087880387,0.0,0.0,0.8440444427997437,0.0001914309041099087,1.0,0.4792728394640726,0.5514142237227472,0.5110340969794989,0.4693617688399998
4.103049772058337e-17,0.6700788790555839,0.00013273247500914304,0.33425083619249185,0.6704560510821591,0.4648858900168109,0.2945675674471598,0.00012610473119225533,1.0,0.4720848619576358,0.44154939139093724,0.4770737082946854,0.4803545367191165
0.833759483789114,0.0,0.5559423950056387,0.0,0.0,0.0,0.0,0.37438838986339146,0.0,0.4811519325021054,0.4649249170535165,0.47745031088074996,0.4958546932753687
0.7571304519304819,0.3789066430555321,0.3783412757177011,0.3797545789476286,0.0,0.0,0.24743971948593715,0.26753731833773575,0.2953968534994589,0.4660932203092868,0.51037671004018,0.47231028454539525,0.507744384463152
0.832394351744256,0.0,0.0,2.9128963857025634e-06,0.5543868479284788,0.3740466374136415,2.2277991556560834e-06,0.0,0.0,0.4916048468151575,0.5012815790510708,0.5063275864807831,0.5006334529708627
2.0217906063540648e-17,3.561594766891486e-17,0.6688354259967271,0.33426303820738734,0.6690829514733512,0.46470536708690363,0.2950494447235289,1.0,0.671310717419149,0.47717652755498025,0.51117863930727,0.5242754656106516,0.5461677663833775
0.9083372130315779,0.0009813877440939809,0.3030201256099408,0.3034977176874698,3.0748673731050297e-05,1.948762347292823e-05,0.19540182311841975,0.2049846926344844,0.0006878179052728153,0.5258045833023701,0.45950908431414206,0.48428958243122644,0.4559267661938404
4.090906424115096e-17,0.6680957198374822,0.6687753345906992,0.3332839134405125,0.0,0.0,0.21578767290312714,0.5003236334205807,1.0,0.45369714152475954,0.4988000409613096,0.497713818388361,0.4861476325429931
0.3782119276578157,0.3805964215461451,0.0014474624344064245,0.7584822305842149,0.3745198158292805,0.24394117225595727,0.6080418583996843,0.0017173828577872752,0.5020005195795774,0.505208476472787,0.4976420187130334,0.5411520836872749,0.49841459058891635
1.852299210112997e-17,0.3025034175409007,0.9057511919352973,0.3014213869683372,0.0,0.0,0.1946461955848223,0.7947963933125216,1.0,0.5163039198140746,0.4946420638367902,0.4675852754127975,0.4947072355221213
2.041963285849141e-17,0.3334779117163961,0.6680328814599074,0.6682610903824286,0.0,0.0,0.4647690654427587,0.70524346155681,1.0,0.5247653098176633,0.523240594975551,0.4708682334521431,0.4955260218593909
0.6677849801204694,0.334732104478046,0.6660595847252212,0.002178002653044111,0.0,0.0,0.0013854371841992529,0.463581607935342,0.29580725721157697,0.5038453909733942,0.5073680509472074,0.4748737433051882,0.4894878640295688
